User[all-users],GestureType[all-gesture-types],RandomIteration[1to10],#ofTrainingExample[E],TotalSizeOfTrainingSet[count],TrainingSetContents[specific-gesture-instances],Candidate[specific-instance],RecoResultGestureType[what-was-recognized],CorrectIncorrect[1or0],RecoResultScore,RecoResultBestMatch[specific-instance],RecoResultNBestSorted[instance-and-score]
66,half_note,1,7,32,66-D08-1;66-D03-1;66-I01-1;66-H10-1;66-I08-1;66-I02-1;66-N08-1;66-P01-1;66-P08-1;66-P05-1;66-T07-1;66-T08-1;66-X07-1;66-X02-1;66-arrowhead10-1;66-arrowhead05-1;66-asterisk06-1;66-asterisk10-1;66-exclamation_point07-1;66-exclamation_point10-1;66-five_point_star09-1;66-five_point_star05-1;66-half_note08-1;66-line01-1;66-line07-1;66-line08-1;66-null06-1;66-null06-1;66-pitchfork06-1;66-pitchfork09-1;66-six_point_star09-1;66-six_point_star09-1;,66-half_note04,half_note,1,0.954724,66-half_note08,half_note08;0.954724;I01;0.770309;N08;0.768723;half_note08;0.748997;N08;0.748343;T07;0.735868;H10;0.729639;T08;0.726129;P05;0.725835;P01;0.714071;P08;0.712238;H10;0.704945;I02;0.703728;T08;0.703325;I08;0.700249;I08;0.698653;arrowhead10;0.698124;I01;0.69581;T07;0.69392;I01;0.691831;I01;0.69161;I01;0.687909;N08;0.685608;line07;0.671177;line07;0.670981;line01;0.668889;exclamation_point07;0.668617;exclamation_point07;0.668617;exclamation_point07;0.668617;exclamation_point07;0.668617;exclamation_point07;0.668617;exclamation_point07;0.668617;exclamation_point07;0.668617;exclamation_point07;0.668617;line01;0.668273;line08;0.668014;I08;0.667559;line08;0.667527;exclamation_point07;0.666747;exclamation_point07;0.666747;exclamation_point07;0.666747;exclamation_point07;0.666747;exclamation_point07;0.666747;exclamation_point07;0.666747;exclamation_point07;0.666747;exclamation_point07;0.666747;exclamation_point10;0.66619;exclamation_point10;0.66619;exclamation_point10;0.66619;exclamation_point10;0.66619;
66,I,2,7,32,66-D10-2;66-D06-2;66-H10-2;66-H03-2;66-I04-2;66-I09-2;66-N05-2;66-P01-2;66-T01-2;66-P02-2;66-T06-2;66-T04-2;66-X07-2;66-arrowhead01-2;66-arrowhead08-2;66-arrowhead10-2;66-asterisk10-2;66-asterisk03-2;66-exclamation_point07-2;66-exclamation_point04-2;66-half_note01-2;66-half_note01-2;66-half_note03-2;66-half_note09-2;66-null01-2;66-line04-2;66-null06-2;66-null04-2;66-pitchfork02-2;66-pitchfork07-2;66-six_point_star08-2;66-six_point_star07-2;,66-I04,I,1,0.998808,66-I04,I04;0.998808;I04;0.952991;I09;0.95258;I09;0.945708;H03;0.932554;H03;0.926669;H10;0.910416;N05;0.884703;H10;0.880865;N05;0.879077;I09;0.797665;I04;0.778646;I04;0.776288;H03;0.77281;I09;0.759718;H03;0.756379;I04;0.744957;I04;0.741787;I09;0.732415;I09;0.731733;H10;0.724185;H10;0.7218;half_note03;0.703151;H10;0.701273;half_note09;0.696902;H10;0.695081;H03;0.68902;arrowhead01;0.685033;H03;0.681954;P02;0.680978;P01;0.679212;half_note03;0.677585;T06;0.670906;N05;0.669579;I04;0.669347;half_note03;0.665405;N05;0.663345;H10;0.660242;I04;0.659335;T04;0.65601;I09;0.651809;I09;0.649267;P02;0.647812;T01;0.647298;arrowhead10;0.646709;half_note01;0.643255;half_note01;0.643255;half_note01;0.643255;half_note01;0.643255;half_note01;0.643255;
66,half_note,1,8,32,66-D02-1;66-D09-1;66-H04-1;66-H05-1;66-I07-1;66-I03-1;66-N08-1;66-N03-1;66-P06-1;66-P06-1;66-T09-1;66-T08-1;66-X04-1;66-X04-1;66-arrowhead10-1;66-arrowhead08-1;66-asterisk06-1;66-asterisk10-1;66-exclamation_point07-1;66-exclamation_point10-1;66-five_point_star07-1;66-five_point_star02-1;66-half_note09-1;66-half_note03-1;66-line10-1;66-line02-1;66-null06-1;66-pitchfork01-1;66-pitchfork07-1;66-pitchfork05-1;66-six_point_star07-1;66-six_point_star09-1;,66-half_note03,half_note,1,0.998697,66-half_note03,half_note03;0.998697;half_note09;0.943928;H04;0.806116;N08;0.773985;N03;0.772062;N08;0.747142;N03;0.743275;half_note03;0.739049;H04;0.735278;H04;0.730901;T08;0.725221;T08;0.721048;P06;0.72074;P06;0.72074;I03;0.713636;arrowhead10;0.711969;T09;0.71156;I07;0.705449;half_note09;0.70359;arrowhead08;0.70358;I07;0.701912;I03;0.699935;H05;0.69857;I07;0.697688;H05;0.694774;I03;0.692882;N03;0.69055;T09;0.690486;H05;0.689608;N08;0.688003;I07;0.680066;H05;0.678653;N03;0.675407;I07;0.67239;N08;0.671497;I03;0.665061;pitchfork07;0.664745;H04;0.659351;I03;0.658215;line02;0.654402;line02;0.6544;line10;0.653629;line10;0.653568;exclamation_point07;0.652548;exclamation_point07;0.652548;exclamation_point07;0.652548;exclamation_point07;0.652548;exclamation_point07;0.652548;exclamation_point07;0.652548;exclamation_point07;0.652548;
66,arrowhead,2,8,32,66-H01-2;66-D05-2;66-H03-2;66-H09-2;66-I09-2;66-I10-2;66-N10-2;66-N02-2;66-P05-2;66-P03-2;66-T04-2;66-T04-2;66-X08-2;66-X06-2;66-arrowhead07-2;66-arrowhead07-2;66-asterisk03-2;66-asterisk06-2;66-exclamation_point05-2;66-exclamation_point07-2;66-five_point_star03-2;66-five_point_star04-2;66-half_note03-2;66-line01-2;66-line08-2;66-line04-2;66-null10-2;66-null07-2;66-six_point_star01-2;66-pitchfork08-2;66-six_point_star06-2;66-six_point_star06-2;,66-arrowhead03,arrowhead,1,0.909760,66-arrowhead07,arrowhead07;0.90976;arrowhead07;0.90976;X06;0.79801;X06;0.780062;X08;0.776977;pitchfork08;0.751111;X08;0.745659;null10;0.739007;T04;0.736017;T04;0.736017;H09;0.727877;pitchfork08;0.723469;X06;0.720063;X08;0.715724;pitchfork08;0.709943;X08;0.709291;asterisk03;0.709055;X06;0.707575;null07;0.674566;asterisk03;0.673277;T04;0.663966;T04;0.663966;N10;0.661795;N02;0.658473;exclamation_point05;0.65631;exclamation_point05;0.65631;exclamation_point05;0.65631;exclamation_point05;0.65631;exclamation_point05;0.65631;exclamation_point05;0.65631;exclamation_point05;0.65631;exclamation_point05;0.65631;exclamation_point05;0.653947;exclamation_point05;0.653947;exclamation_point05;0.653947;exclamation_point05;0.653947;exclamation_point05;0.653947;exclamation_point05;0.653947;exclamation_point05;0.653947;exclamation_point05;0.653947;exclamation_point07;0.649948;exclamation_point07;0.649948;exclamation_point07;0.649948;exclamation_point07;0.649948;exclamation_point07;0.649948;exclamation_point07;0.649948;exclamation_point07;0.649948;exclamation_point07;0.649948;exclamation_point07;0.648325;exclamation_point07;0.648325;
66,half_note,1,9,32,66-D04-1;66-D02-1;66-H07-1;66-H05-1;66-I04-1;66-I03-1;66-P01-1;66-N09-1;66-P02-1;66-P05-1;66-T04-1;66-T06-1;66-X09-1;66-X07-1;66-arrowhead02-1;66-asterisk01-1;66-asterisk04-1;66-asterisk07-1;66-exclamation_point06-1;66-five_point_star01-1;66-five_point_star08-1;66-five_point_star03-1;66-half_note04-1;66-half_note05-1;66-line08-1;66-null01-1;66-null06-1;66-null10-1;66-pitchfork07-1;66-pitchfork08-1;66-six_point_star06-1;66-six_point_star10-1;,66-half_note02,half_note,1,0.905271,66-half_note04,half_note04;0.905271;half_note05;0.875519;half_note05;0.760155;half_note04;0.723402;exclamation_point06;0.722805;exclamation_point06;0.722805;exclamation_point06;0.722805;exclamation_point06;0.722805;exclamation_point06;0.722805;exclamation_point06;0.722805;exclamation_point06;0.722805;exclamation_point06;0.722805;exclamation_point06;0.722799;exclamation_point06;0.722799;exclamation_point06;0.722799;exclamation_point06;0.722799;exclamation_point06;0.722799;exclamation_point06;0.722799;exclamation_point06;0.722799;exclamation_point06;0.722799;line08;0.722411;line08;0.72225;N09;0.706136;T04;0.700157;exclamation_point06;0.697808;exclamation_point06;0.697808;exclamation_point06;0.697808;exclamation_point06;0.697808;exclamation_point06;0.697808;exclamation_point06;0.697808;exclamation_point06;0.697808;exclamation_point06;0.697808;P05;0.69677;P02;0.696634;H05;0.684261;N09;0.6825;P01;0.679192;T06;0.677908;X09;0.652348;H05;0.645252;T06;0.641397;T04;0.640184;asterisk07;0.633133;N09;0.618754;H05;0.611247;N09;0.610159;asterisk04;0.606939;asterisk04;0.601324;asterisk01;0.600252;asterisk07;0.59036;
66,H,2,9,32,66-D08-2;66-D06-2;66-H03-2;66-H03-2;66-I08-2;66-I03-2;66-P01-2;66-N07-2;66-P05-2;66-T01-2;66-T06-2;66-T07-2;66-X02-2;66-X07-2;66-arrowhead08-2;66-arrowhead04-2;66-asterisk06-2;66-asterisk05-2;66-exclamation_point06-2;66-exclamation_point08-2;66-half_note01-2;66-five_point_star10-2;66-half_note06-2;66-half_note08-2;66-line07-2;66-line05-2;66-null07-2;66-null06-2;66-pitchfork09-2;66-pitchfork05-2;66-six_point_star07-2;66-six_point_star07-2;,66-H01,H,1,0.942368,66-H03,H03;0.942368;H03;0.942368;H03;0.899797;H03;0.899797;I03;0.858744;N07;0.842362;I08;0.832313;N07;0.793707;I03;0.778132;I08;0.76048;half_note01;0.677408;half_note01;0.677408;half_note01;0.677408;half_note01;0.677408;half_note01;0.677408;half_note01;0.677408;half_note01;0.677408;half_note01;0.677408;six_point_star07;0.676159;six_point_star07;0.676159;H03;0.658987;H03;0.658987;pitchfork05;0.657991;I03;0.653069;H03;0.64402;H03;0.64402;H03;0.641417;H03;0.641417;arrowhead04;0.63594;I08;0.628706;N07;0.627442;pitchfork09;0.626515;I03;0.612495;arrowhead08;0.609089;D06;0.608338;I03;0.607801;I08;0.607347;half_note01;0.606502;half_note01;0.606502;half_note01;0.606502;half_note01;0.606502;half_note01;0.606502;half_note01;0.606502;half_note01;0.606502;half_note01;0.606502;H03;0.603367;H03;0.603367;I08;0.602738;half_note01;0.60163;half_note01;0.60163;
68,six_point_star,1,1,32,68-D06-1;68-H01-1;68-I01-1;68-H06-1;68-I05-1;68-N01-1;68-N10-1;68-P01-1;68-P09-1;68-P06-1;68-T07-1;68-X01-1;68-X10-1;68-X07-1;68-arrowhead07-1;68-arrowhead03-1;68-exclamation_point01-1;68-asterisk02-1;68-exclamation_point08-1;68-exclamation_point10-1;68-five_point_star02-1;68-five_point_star08-1;68-half_note10-1;68-half_note07-1;68-line08-1;68-line07-1;68-null04-1;68-pitchfork01-1;68-pitchfork06-1;68-pitchfork07-1;68-six_point_star10-1;68-six_point_star03-1;,68-six_point_star06,six_point_star,1,0.889607,68-six_point_star10,six_point_star10;0.889607;six_point_star03;0.809717;five_point_star02;0.720824;five_point_star08;0.702392;asterisk02;0.697546;null04;0.681151;asterisk02;0.660356;asterisk02;0.66026;six_point_star10;0.6602;asterisk02;0.660046;asterisk02;0.659486;H06;0.652941;N01;0.639758;H06;0.63343;N10;0.63055;H01;0.628248;N01;0.61253;N10;0.603108;N01;0.594978;N10;0.591838;N01;0.58944;N01;0.586003;asterisk02;0.583566;I05;0.582127;asterisk02;0.579473;N10;0.578772;H06;0.577847;pitchfork07;0.577006;N10;0.575608;N10;0.571189;H01;0.570999;six_point_star03;0.568006;N10;0.56791;pitchfork01;0.566855;asterisk02;0.56642;N01;0.565045;asterisk02;0.559469;H06;0.557185;six_point_star03;0.556901;asterisk02;0.556201;I01;0.555473;N01;0.554662;N01;0.551449;N10;0.549712;asterisk02;0.548772;H06;0.547609;N10;0.547377;asterisk02;0.546791;N01;0.545027;six_point_star10;0.542981;
68,P,2,1,32,68-D08-2;68-D04-2;68-H07-2;68-H02-2;68-I10-2;68-I03-2;68-N08-2;68-P01-2;68-P04-2;68-P04-2;68-T09-2;68-T02-2;68-X05-2;68-arrowhead01-2;68-arrowhead05-2;68-arrowhead04-2;68-asterisk10-2;68-asterisk07-2;68-five_point_star01-2;68-exclamation_point10-2;68-five_point_star04-2;68-five_point_star08-2;68-half_note08-2;68-half_note05-2;68-line10-2;68-line08-2;68-null08-2;68-null09-2;68-pitchfork05-2;68-pitchfork03-2;68-six_point_star02-2;68-six_point_star10-2;,68-P06,D,0,0.877536,68-D04,D04;0.877536;P04;0.859585;P04;0.859585;P01;0.851837;D08;0.834857;half_note08;0.810805;N08;0.789151;N08;0.758713;N08;0.742888;H02;0.71174;I03;0.701078;I10;0.699041;H07;0.697806;I03;0.697306;H02;0.694115;I10;0.692777;asterisk10;0.691228;H07;0.690458;H07;0.683297;H02;0.681474;null08;0.675034;H07;0.655544;asterisk07;0.653093;asterisk07;0.651077;asterisk07;0.643412;I10;0.642975;N08;0.642267;asterisk10;0.642098;H07;0.640985;null09;0.640369;H02;0.640172;H07;0.633925;asterisk07;0.633337;H02;0.627725;I03;0.62453;I03;0.623723;I03;0.623515;N08;0.621622;asterisk07;0.621015;H02;0.62092;I03;0.62028;N08;0.618254;asterisk07;0.617952;asterisk07;0.615079;asterisk10;0.614973;I10;0.613598;I10;0.61159;I03;0.610586;H07;0.607804;H07;0.607729;
68,X,1,2,32,68-D06-1;68-D05-1;68-H10-1;68-H08-1;68-I02-1;68-I04-1;68-N08-1;68-N07-1;68-P02-1;68-P05-1;68-T08-1;68-T05-1;68-X03-1;68-X03-1;68-arrowhead07-1;68-arrowhead05-1;68-asterisk08-1;68-asterisk06-1;68-exclamation_point07-1;68-exclamation_point06-1;68-five_point_star09-1;68-five_point_star10-1;68-half_note04-1;68-half_note10-1;68-line02-1;68-null01-1;68-null04-1;68-null10-1;68-pitchfork09-1;68-pitchfork09-1;68-six_point_star03-1;68-six_point_star09-1;,68-X09,X,1,0.908676,68-X03,X03;0.908676;X03;0.908676;X03;0.903258;X03;0.903258;X03;0.877223;X03;0.877223;X03;0.855905;X03;0.855905;T05;0.767851;N07;0.744688;H08;0.741022;pitchfork09;0.74092;pitchfork09;0.74092;arrowhead07;0.738448;H10;0.732386;arrowhead05;0.731519;asterisk06;0.729619;arrowhead05;0.728608;T08;0.722993;arrowhead07;0.720519;T08;0.719943;N08;0.719866;T05;0.717454;N08;0.716595;exclamation_point06;0.715522;exclamation_point06;0.712645;H10;0.700739;T05;0.690879;arrowhead07;0.682108;null10;0.679253;H08;0.677791;exclamation_point07;0.677568;pitchfork09;0.676469;pitchfork09;0.676469;exclamation_point07;0.673784;H10;0.673225;null04;0.671919;asterisk08;0.670204;H08;0.66952;exclamation_point06;0.657538;H08;0.654212;D05;0.653403;exclamation_point06;0.653314;null01;0.652605;T05;0.650108;P05;0.647696;H10;0.647497;H10;0.644277;T08;0.640542;asterisk06;0.634976;
68,N,2,2,32,68-D03-2;68-D04-2;68-H03-2;68-H03-2;68-I02-2;68-I07-2;68-N03-2;68-N09-2;68-P03-2;68-P09-2;68-T04-2;68-T06-2;68-X07-2;68-X02-2;68-arrowhead04-2;68-arrowhead04-2;68-asterisk05-2;68-asterisk08-2;68-exclamation_point10-2;68-exclamation_point06-2;68-five_point_star02-2;68-five_point_star08-2;68-half_note06-2;68-half_note07-2;68-line08-2;68-line03-2;68-null09-2;68-null07-2;68-pitchfork07-2;68-pitchfork04-2;68-six_point_star10-2;68-six_point_star05-2;,68-N04,N,1,0.923373,68-N09,N09;0.923373;N03;0.911249;N03;0.883719;N09;0.826376;asterisk08;0.762082;I07;0.752744;I07;0.747621;I02;0.743366;I02;0.739326;H03;0.698466;H03;0.698466;H03;0.689956;H03;0.689956;N09;0.661657;asterisk05;0.658523;I02;0.657315;I02;0.657044;I07;0.655266;N09;0.652899;I07;0.651169;N03;0.636835;N03;0.631357;H03;0.629501;H03;0.629501;N09;0.622588;H03;0.621605;H03;0.621605;I02;0.619069;line03;0.618367;line08;0.618215;I02;0.617092;H03;0.615178;H03;0.615178;half_note07;0.614165;half_note06;0.613528;N03;0.611034;N09;0.60443;asterisk08;0.601532;H03;0.59463;H03;0.59463;H03;0.59355;H03;0.59355;I07;0.593455;H03;0.589286;H03;0.589286;asterisk05;0.588809;H03;0.584716;H03;0.584716;I07;0.584484;I07;0.583286;
68,line,1,3,32,68-D04-1;68-D09-1;68-H10-1;68-H08-1;68-I06-1;68-I09-1;68-N06-1;68-N02-1;68-P02-1;68-P08-1;68-T07-1;68-X01-1;68-X09-1;68-X09-1;68-asterisk01-1;68-arrowhead09-1;68-asterisk09-1;68-asterisk08-1;68-exclamation_point07-1;68-exclamation_point10-1;68-five_point_star10-1;68-five_point_star06-1;68-half_note05-1;68-half_note02-1;68-line03-1;68-line02-1;68-null06-1;68-null03-1;68-pitchfork10-1;68-pitchfork04-1;68-six_point_star03-1;68-six_point_star06-1;,68-line05,exclamation_point,0,0.990965,68-exclamation_point10,exclamation_point10;0.990965;exclamation_point10;0.990965;exclamation_point10;0.990965;exclamation_point10;0.990965;exclamation_point10;0.990965;exclamation_point10;0.990965;exclamation_point10;0.990965;exclamation_point10;0.990965;exclamation_point10;0.990138;exclamation_point10;0.990138;exclamation_point10;0.990138;exclamation_point10;0.990138;exclamation_point10;0.990138;exclamation_point10;0.990138;exclamation_point10;0.990138;exclamation_point10;0.990138;line02;0.989378;line02;0.987177;exclamation_point07;0.984683;exclamation_point07;0.984355;exclamation_point07;0.983927;exclamation_point07;0.983857;line03;0.977169;line03;0.975733;exclamation_point07;0.718057;exclamation_point07;0.71803;exclamation_point10;0.706477;exclamation_point10;0.706477;exclamation_point10;0.706477;exclamation_point10;0.706477;exclamation_point10;0.706477;exclamation_point10;0.706477;exclamation_point10;0.706477;exclamation_point10;0.706477;T07;0.668232;H10;0.657104;T07;0.653117;arrowhead09;0.639327;P08;0.638376;T07;0.637416;arrowhead09;0.634498;T07;0.627509;N02;0.614469;half_note02;0.610675;half_note02;0.607391;P02;0.604378;N06;0.591773;H10;0.586834;half_note05;0.5819;N02;0.577513;
68,X,2,3,32,68-D06-2;68-H01-2;68-H04-2;68-H06-2;68-I08-2;68-I04-2;68-N05-2;68-N06-2;68-P03-2;68-T01-2;68-T08-2;68-T03-2;68-X05-2;68-X03-2;68-arrowhead04-2;68-arrowhead06-2;68-asterisk07-2;68-asterisk05-2;68-exclamation_point09-2;68-exclamation_point05-2;68-half_note01-2;68-five_point_star05-2;68-half_note03-2;68-half_note03-2;68-line08-2;68-line08-2;68-null03-2;68-null03-2;68-pitchfork03-2;68-pitchfork07-2;68-six_point_star05-2;68-six_point_star06-2;,68-X02,X,1,0.929953,68-X03,X03;0.929953;X03;0.919988;X05;0.890521;X05;0.850961;X03;0.85096;X03;0.826503;X05;0.825989;X05;0.821279;pitchfork07;0.784564;arrowhead06;0.763755;arrowhead04;0.761167;pitchfork07;0.758289;null03;0.738121;null03;0.738121;H01;0.730759;N05;0.727725;exclamation_point09;0.725369;exclamation_point09;0.719006;exclamation_point09;0.717726;T01;0.717359;arrowhead06;0.716118;T01;0.714213;pitchfork03;0.71372;pitchfork03;0.713179;H06;0.712822;exclamation_point09;0.712438;H06;0.709746;I08;0.705464;N06;0.704066;I08;0.703783;arrowhead04;0.703236;pitchfork03;0.703032;H04;0.702742;H01;0.698373;T08;0.696661;N05;0.696508;I04;0.696183;T08;0.696049;H04;0.692341;T01;0.691684;N06;0.691279;H01;0.689862;H04;0.687785;T01;0.68746;H06;0.687169;H04;0.684653;exclamation_point05;0.681395;exclamation_point05;0.680714;H06;0.678633;exclamation_point05;0.677882;
68,exclamation_point,1,4,32,68-D06-1;68-D04-1;68-H03-1;68-H04-1;68-I09-1;68-I09-1;68-N09-1;68-N10-1;68-P09-1;68-P09-1;68-T06-1;68-X01-1;68-X07-1;68-X02-1;68-arrowhead08-1;68-arrowhead04-1;68-asterisk10-1;68-asterisk05-1;68-five_point_star01-1;68-exclamation_point03-1;68-five_point_star10-1;68-half_note01-1;68-half_note03-1;68-half_note10-1;68-line06-1;68-line04-1;68-pitchfork01-1;68-null09-1;68-pitchfork03-1;68-pitchfork03-1;68-six_point_star10-1;68-six_point_star09-1;,68-exclamation_point05,half_note,0,0.697829,68-half_note01,half_note01;0.697829;half_note01;0.660762;half_note03;0.634207;half_note10;0.623476;half_note03;0.610337;half_note03;0.581434;half_note01;0.572188;half_note10;0.457818;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;
68,half_note,2,4,32,68-D02-2;68-D09-2;68-I01-2;68-H09-2;68-I04-2;68-I07-2;68-N02-2;68-N09-2;68-P02-2;68-P03-2;68-T02-2;68-X01-2;68-X03-2;68-X10-2;68-arrowhead06-2;68-arrowhead09-2;68-asterisk07-2;68-asterisk02-2;68-exclamation_point02-2;68-exclamation_point03-2;68-five_point_star06-2;68-five_point_star05-2;68-half_note06-2;68-half_note10-2;68-line03-2;68-line07-2;68-null10-2;68-null04-2;68-pitchfork04-2;68-pitchfork08-2;68-six_point_star03-2;68-six_point_star04-2;,68-half_note06,half_note,1,0.998664,68-half_note06,half_note06;0.998664;half_note10;0.80128;arrowhead09;0.79195;T02;0.773615;P03;0.768754;arrowhead06;0.759;D02;0.706105;N02;0.705624;P02;0.703406;N09;0.697804;pitchfork08;0.676038;I07;0.667816;D09;0.65288;exclamation_point03;0.639789;I01;0.637864;exclamation_point03;0.635545;pitchfork08;0.632888;I07;0.632639;I04;0.631912;N02;0.626742;X01;0.619774;exclamation_point03;0.619611;line03;0.61941;X10;0.618889;I04;0.618179;exclamation_point03;0.618173;X03;0.616159;asterisk02;0.614177;N09;0.613947;exclamation_point02;0.613615;exclamation_point02;0.613481;exclamation_point03;0.612148;exclamation_point03;0.612133;exclamation_point02;0.609874;X10;0.608976;pitchfork04;0.608633;exclamation_point02;0.608449;N09;0.608338;line03;0.607162;N02;0.606192;line07;0.600139;asterisk07;0.599741;H09;0.596695;X01;0.59285;I01;0.588948;I01;0.586702;N09;0.586379;X03;0.586124;N02;0.585867;exclamation_point02;0.585445;
68,T,1,5,32,68-D07-1;68-D07-1;68-I01-1;68-H05-1;68-I05-1;68-I06-1;68-N05-1;68-N05-1;68-P02-1;68-P02-1;68-T10-1;68-T09-1;68-X05-1;68-X04-1;68-arrowhead09-1;68-arrowhead09-1;68-asterisk03-1;68-asterisk04-1;68-exclamation_point06-1;68-exclamation_point08-1;68-five_point_star10-1;68-five_point_star03-1;68-half_note10-1;68-half_note03-1;68-line09-1;68-line07-1;68-null03-1;68-null10-1;68-pitchfork02-1;68-pitchfork04-1;68-six_point_star10-1;68-six_point_star09-1;,68-T09,T,1,0.998761,68-T09,T09;0.998761;T10;0.94119;arrowhead09;0.887593;arrowhead09;0.887593;I05;0.819962;I01;0.817795;H05;0.815253;I06;0.813721;I01;0.81254;D07;0.802695;D07;0.802695;I06;0.796864;I05;0.792611;H05;0.777668;H05;0.734993;X04;0.733294;null10;0.721212;X04;0.719992;T10;0.711699;H05;0.706475;X05;0.705465;X04;0.704973;pitchfork04;0.704958;N05;0.704763;N05;0.704763;X05;0.704213;null03;0.703257;pitchfork02;0.702584;X05;0.69879;asterisk03;0.686971;asterisk04;0.678848;exclamation_point08;0.6786;exclamation_point08;0.6786;exclamation_point08;0.6786;exclamation_point08;0.6786;exclamation_point08;0.6786;exclamation_point08;0.6786;exclamation_point08;0.6786;exclamation_point08;0.6786;T09;0.677354;N05;0.675904;N05;0.675904;N05;0.67157;N05;0.67157;I05;0.670761;exclamation_point06;0.665519;exclamation_point06;0.664238;I06;0.66198;asterisk03;0.65975;X04;0.659628;
68,P,2,5,32,68-D06-2;68-D08-2;68-H08-2;68-H07-2;68-N01-2;68-I03-2;68-N02-2;68-N02-2;68-P02-2;68-P04-2;68-T03-2;68-T02-2;68-X04-2;68-X02-2;68-arrowhead10-2;68-arrowhead06-2;68-asterisk08-2;68-asterisk09-2;68-exclamation_point04-2;68-exclamation_point06-2;68-five_point_star08-2;68-half_note01-2;68-half_note02-2;68-half_note09-2;68-line08-2;68-null01-2;68-null03-2;68-null02-2;68-pitchfork02-2;68-pitchfork09-2;68-six_point_star09-2;68-six_point_star07-2;,68-P07,P,1,0.950975,68-P04,P04;0.950975;P02;0.92649;D06;0.81091;half_note01;0.80723;N01;0.805256;half_note02;0.803015;N02;0.799118;N02;0.799118;N02;0.791031;N02;0.791031;N01;0.785402;half_note09;0.771786;null02;0.762724;N02;0.744715;N02;0.744715;N02;0.739803;N02;0.739803;D08;0.739768;N01;0.737557;asterisk09;0.731747;N01;0.714526;H07;0.711011;asterisk09;0.697573;arrowhead06;0.694315;null01;0.685747;H08;0.684491;half_note09;0.682872;asterisk08;0.680472;H07;0.675733;H08;0.672732;H08;0.670683;I03;0.670009;asterisk08;0.668001;asterisk09;0.666286;asterisk08;0.664112;H07;0.655761;I03;0.65573;H08;0.654164;H07;0.653615;H07;0.651968;H07;0.647935;asterisk08;0.646284;asterisk09;0.644939;half_note01;0.643545;asterisk09;0.643298;asterisk09;0.642877;H07;0.641973;arrowhead10;0.640887;null03;0.639977;asterisk09;0.639927;
68,pitchfork,1,6,32,68-D04-1;68-D05-1;68-H03-1;68-H07-1;68-I07-1;68-I07-1;68-N08-1;68-N03-1;68-P03-1;68-P06-1;68-T08-1;68-T10-1;68-X02-1;68-arrowhead01-1;68-arrowhead08-1;68-asterisk01-1;68-asterisk03-1;68-exclamation_point01-1;68-exclamation_point04-1;68-exclamation_point09-1;68-five_point_star05-1;68-half_note01-1;68-line01-1;68-half_note10-1;68-line09-1;68-line03-1;68-pitchfork01-1;68-null03-1;68-pitchfork02-1;68-pitchfork06-1;68-six_point_star02-1;68-six_point_star10-1;,68-pitchfork05,pitchfork,1,0.928741,68-pitchfork06,pitchfork06;0.928741;pitchfork02;0.881611;pitchfork01;0.836965;arrowhead08;0.762721;arrowhead01;0.748838;X02;0.726395;X02;0.67998;null03;0.666892;I07;0.664667;I07;0.664667;N03;0.652706;N08;0.637155;N03;0.623374;pitchfork01;0.62076;arrowhead08;0.619394;pitchfork06;0.618954;N03;0.617219;arrowhead08;0.616701;I07;0.616435;I07;0.616435;I07;0.614027;I07;0.614027;pitchfork02;0.608506;N08;0.607741;N08;0.607136;N03;0.60508;N08;0.603628;H07;0.602631;I07;0.599852;I07;0.599852;N03;0.595735;six_point_star02;0.594977;H07;0.594779;H03;0.594778;I07;0.594724;I07;0.594724;N08;0.590928;six_point_star10;0.590553;H03;0.587738;H07;0.586882;H03;0.581597;I07;0.579878;I07;0.579878;H07;0.578191;H03;0.577729;H03;0.576811;arrowhead01;0.573958;D05;0.573736;I07;0.573357;I07;0.573357;
