User[all-users],GestureType[all-gesture-types],RandomIteration[1to10],#ofTrainingExample[E],TotalSizeOfTrainingSet[count],TrainingSetContents[specific-gesture-instances],Candidate[specific-instance],RecoResultGestureType[what-was-recognized],CorrectIncorrect[1or0],RecoResultScore,RecoResultBestMatch[specific-instance],RecoResultNBestSorted[instance-and-score]
10,pitchfork,2,2,32,10-D05-2;10-D02-2;10-H07-2;10-H09-2;10-I07-2;10-N01-2;10-N08-2;10-N06-2;10-P05-2;10-P04-2;10-T06-2;10-T04-2;10-X08-2;10-X07-2;10-arrowhead04-2;10-arrowhead08-2;10-asterisk07-2;10-asterisk08-2;10-exclamation_point09-2;10-exclamation_point04-2;10-five_point_star05-2;10-five_point_star07-2;10-half_note02-2;10-half_note07-2;10-line09-2;10-line10-2;10-null08-2;10-null04-2;10-pitchfork08-2;10-six_point_star01-2;10-six_point_star07-2;10-six_point_star05-2;,10-pitchfork05,pitchfork,1,0.957848,10-pitchfork08,pitchfork08;0.957848;X08;0.797541;X07;0.728937;X07;0.676337;null08;0.668819;X08;0.667969;arrowhead08;0.664465;N01;0.659836;I07;0.655313;null04;0.64925;I07;0.647219;arrowhead04;0.642362;N06;0.633608;six_point_star07;0.628725;N01;0.624242;H07;0.622818;N06;0.611246;six_point_star01;0.61069;N08;0.607612;H09;0.607376;N06;0.603373;I07;0.602363;P04;0.601602;H07;0.599105;N08;0.593468;H07;0.592582;N08;0.591239;arrowhead08;0.590795;N08;0.589049;H09;0.588182;N06;0.587072;arrowhead04;0.583529;N06;0.582445;H09;0.581639;I07;0.579764;H09;0.579684;N08;0.576315;H09;0.575775;asterisk08;0.575218;H09;0.573;N01;0.571185;T04;0.570227;asterisk08;0.569116;N08;0.567661;N01;0.567505;asterisk08;0.567425;six_point_star01;0.567386;six_point_star05;0.565936;I07;0.564504;five_point_star07;0.563039;
10,half_note,3,2,32,10-D09-3;10-D03-3;10-I01-3;10-H10-3;10-I07-3;10-I08-3;10-N02-3;10-P01-3;10-P06-3;10-P02-3;10-T05-3;10-X01-3;10-X07-3;10-X07-3;10-arrowhead09-3;10-arrowhead03-3;10-asterisk04-3;10-asterisk06-3;10-exclamation_point08-3;10-exclamation_point10-3;10-five_point_star06-3;10-five_point_star02-3;10-half_note06-3;10-half_note05-3;10-line05-3;10-line03-3;10-null08-3;10-null10-3;10-pitchfork05-3;10-pitchfork10-3;10-six_point_star10-3;10-six_point_star09-3;,10-half_note08,half_note,1,0.852813,10-half_note06,half_note06;0.852813;half_note05;0.804229;P01;0.769486;N02;0.718484;P02;0.712684;P06;0.710921;I07;0.693122;N02;0.685142;I08;0.68512;T05;0.683629;I01;0.682563;I01;0.662727;X01;0.656629;X07;0.646858;X07;0.646858;N02;0.646498;I01;0.640716;I08;0.640077;I08;0.639705;N02;0.638951;I07;0.63724;H10;0.63404;N02;0.63393;H10;0.628302;D09;0.624681;H10;0.624241;H10;0.622366;I07;0.622134;asterisk06;0.615244;I08;0.613083;I01;0.613032;exclamation_point10;0.606183;exclamation_point10;0.606095;I07;0.605916;I01;0.603385;exclamation_point08;0.60178;asterisk04;0.601751;N02;0.60146;arrowhead03;0.599266;H10;0.597097;asterisk04;0.596353;I08;0.592803;H10;0.58767;H10;0.587396;H10;0.585729;D03;0.585592;arrowhead09;0.584533;asterisk06;0.578194;I01;0.576964;I07;0.57173;
10,I,4,2,32,10-D05-4;10-D10-4;10-H07-4;10-H04-4;10-I02-4;10-N01-4;10-P01-4;10-N07-4;10-P04-4;10-P08-4;10-T06-4;10-T04-4;10-X09-4;10-X06-4;10-arrowhead02-4;10-arrowhead08-4;10-asterisk07-4;10-asterisk09-4;10-exclamation_point03-4;10-exclamation_point04-4;10-five_point_star03-4;10-five_point_star03-4;10-half_note09-4;10-half_note07-4;10-line10-4;10-line10-4;10-pitchfork01-4;10-null10-4;10-pitchfork05-4;10-pitchfork02-4;10-six_point_star02-4;10-six_point_star10-4;,10-I04,I,1,0.910040,10-I02,I02;0.91004;N07;0.892455;H07;0.870259;H04;0.830784;N01;0.827708;N07;0.795096;H04;0.724814;N07;0.71322;N01;0.712577;H07;0.704953;T04;0.699622;N01;0.68385;I02;0.679061;arrowhead02;0.67095;arrowhead02;0.669953;N07;0.657482;I02;0.651795;N07;0.650835;N01;0.649953;H04;0.648371;H07;0.646738;N07;0.642686;H07;0.641652;P08;0.640244;N07;0.635192;N01;0.619241;I02;0.609371;H04;0.592947;P08;0.590202;arrowhead08;0.585507;N07;0.584268;H07;0.577746;N01;0.577329;P04;0.575541;P01;0.565075;N07;0.557686;P04;0.557293;D10;0.549328;I02;0.544957;D10;0.540861;N01;0.53446;arrowhead02;0.533991;arrowhead02;0.530501;H07;0.527051;D05;0.526728;D10;0.523769;N07;0.51496;arrowhead02;0.503399;arrowhead02;0.501814;H04;0.499935;
10,pitchfork,5,2,32,10-D08-5;10-D03-5;10-H05-5;10-H03-5;10-I07-5;10-N01-5;10-N06-5;10-P01-5;10-P06-5;10-P10-5;10-T02-5;10-T04-5;10-X02-5;10-X08-5;10-arrowhead04-5;10-arrowhead07-5;10-asterisk04-5;10-asterisk05-5;10-exclamation_point08-5;10-exclamation_point08-5;10-five_point_star09-5;10-five_point_star04-5;10-half_note06-5;10-half_note07-5;10-line05-5;10-line05-5;10-null05-5;10-null07-5;10-pitchfork05-5;10-pitchfork10-5;10-six_point_star07-5;10-six_point_star05-5;,10-pitchfork06,pitchfork,1,0.925595,10-pitchfork05,pitchfork05;0.925595;pitchfork10;0.884112;I07;0.699755;null07;0.658782;null05;0.642047;six_point_star07;0.624245;X08;0.608156;X02;0.604011;N01;0.601259;arrowhead04;0.598654;N01;0.597772;H05;0.593953;arrowhead07;0.591283;I07;0.590462;H05;0.590218;I07;0.589239;H03;0.586356;six_point_star05;0.584885;H03;0.582673;N06;0.582507;H05;0.579292;N01;0.578866;H03;0.578741;I07;0.578147;N06;0.577706;H05;0.576804;N01;0.576014;P10;0.573682;N06;0.573438;H03;0.568659;D03;0.56414;N06;0.563436;I07;0.560027;T04;0.559101;N01;0.559068;H03;0.556547;D08;0.555783;N06;0.554523;H05;0.554352;I07;0.554063;H05;0.554018;pitchfork10;0.547862;H05;0.547174;six_point_star07;0.546357;I07;0.545615;H05;0.54338;I07;0.542723;I07;0.5425;six_point_star05;0.54225;I07;0.541817;
10,N,6,2,32,10-D05-6;10-D03-6;10-H02-6;10-H07-6;10-N01-6;10-I02-6;10-N08-6;10-N05-6;10-P09-6;10-P06-6;10-T04-6;10-T08-6;10-arrowhead01-6;10-X10-6;10-arrowhead03-6;10-arrowhead02-6;10-asterisk06-6;10-asterisk10-6;10-exclamation_point02-6;10-exclamation_point03-6;10-five_point_star03-6;10-five_point_star07-6;10-half_note04-6;10-half_note03-6;10-null01-6;10-line08-6;10-null09-6;10-null04-6;10-pitchfork06-6;10-pitchfork09-6;10-six_point_star04-6;10-six_point_star10-6;,10-N08,N,1,0.998731,10-N08,N08;0.998731;N08;0.915439;N05;0.91237;N05;0.856533;N01;0.777464;N01;0.746405;I02;0.707963;N01;0.701949;N05;0.686444;H02;0.671421;H02;0.668033;I02;0.652657;H02;0.650623;H07;0.644529;H02;0.638706;H02;0.622316;H07;0.622243;I02;0.621422;H07;0.616969;N08;0.615169;N08;0.606199;N05;0.605193;H07;0.603404;H02;0.601963;I02;0.5973;H07;0.596532;I02;0.593963;N08;0.591032;H02;0.58868;N05;0.58616;N01;0.585646;T08;0.583203;T04;0.583167;H02;0.582326;N08;0.581121;N05;0.57751;I02;0.576624;N05;0.574717;H02;0.569933;H07;0.569073;N01;0.566828;N08;0.566;N05;0.56441;I02;0.563334;I02;0.560776;N08;0.558933;H07;0.555813;T04;0.555278;I02;0.554193;I02;0.553729;
10,N,7,2,32,10-D03-7;10-D09-7;10-H08-7;10-H10-7;10-I04-7;10-I09-7;10-N02-7;10-N05-7;10-P09-7;10-P06-7;10-T04-7;10-T09-7;10-X09-7;10-arrowhead01-7;10-arrowhead06-7;10-arrowhead08-7;10-asterisk02-7;10-asterisk04-7;10-exclamation_point08-7;10-exclamation_point04-7;10-five_point_star08-7;10-five_point_star09-7;10-half_note05-7;10-half_note02-7;10-line03-7;10-line04-7;10-null06-7;10-null08-7;10-pitchfork02-7;10-pitchfork03-7;10-six_point_star05-7;10-six_point_star10-7;,10-N10,N,1,0.914539,10-N02,N02;0.914539;N05;0.878934;I09;0.780626;N05;0.747361;I04;0.738851;N02;0.72173;line04;0.684805;H10;0.679745;H10;0.669604;I04;0.667629;I09;0.664429;H08;0.663453;H10;0.663045;H08;0.662057;I09;0.657947;H10;0.656834;H08;0.652128;I04;0.638055;I04;0.637618;H08;0.636043;I09;0.619092;N05;0.616576;N05;0.613307;N02;0.612803;I04;0.608369;I09;0.599386;N05;0.598649;N05;0.59687;N02;0.594979;I09;0.594158;N05;0.592445;N02;0.592167;H08;0.587069;N02;0.581426;I09;0.580975;T04;0.57933;I04;0.578442;I04;0.574242;I09;0.571192;H08;0.566002;N02;0.565926;I09;0.564965;I09;0.562929;H10;0.56271;H10;0.561415;arrowhead01;0.560643;T09;0.559722;N05;0.550738;T04;0.54862;H10;0.545557;
10,six_point_star,8,2,32,10-D08-8;10-D03-8;10-H05-8;10-H04-8;10-I10-8;10-I06-8;10-N02-8;10-N10-8;10-P03-8;10-P10-8;10-T05-8;10-T06-8;10-arrowhead01-8;10-X05-8;10-arrowhead04-8;10-arrowhead09-8;10-asterisk03-8;10-asterisk04-8;10-exclamation_point05-8;10-exclamation_point03-8;10-five_point_star07-8;10-five_point_star07-8;10-line01-8;10-half_note03-8;10-line09-8;10-null01-8;10-null03-8;10-null02-8;10-pitchfork05-8;10-pitchfork09-8;10-six_point_star03-8;10-six_point_star10-8;,10-six_point_star03,six_point_star,1,0.998809,10-six_point_star03,six_point_star03;0.998809;six_point_star10;0.82656;five_point_star07;0.755043;five_point_star07;0.755043;five_point_star07;0.735345;five_point_star07;0.735345;five_point_star07;0.73533;five_point_star07;0.73533;five_point_star07;0.729919;five_point_star07;0.729919;asterisk03;0.69237;asterisk04;0.691492;six_point_star03;0.690502;asterisk04;0.688383;asterisk04;0.687467;asterisk03;0.680703;asterisk03;0.680138;asterisk04;0.677026;asterisk03;0.670175;null03;0.667248;asterisk03;0.665512;asterisk04;0.659888;H04;0.659582;asterisk03;0.656042;asterisk04;0.642333;six_point_star10;0.639961;null02;0.638977;null03;0.630628;asterisk03;0.630512;H04;0.616259;asterisk03;0.615274;null02;0.605525;asterisk04;0.603768;H05;0.60279;asterisk03;0.602688;N02;0.597891;asterisk03;0.590341;asterisk04;0.587904;N10;0.587413;N10;0.586982;N10;0.584495;six_point_star03;0.584308;asterisk03;0.584233;asterisk03;0.583824;pitchfork05;0.582747;H04;0.581943;asterisk03;0.58145;N10;0.580886;asterisk03;0.579466;N02;0.577934;
10,line,9,2,32,10-D05-9;10-D10-9;10-H09-9;10-H08-9;10-N01-9;10-I05-9;10-N05-9;10-P01-9;10-T01-9;10-P03-9;10-T08-9;10-T04-9;10-arrowhead01-9;10-X08-9;10-arrowhead02-9;10-arrowhead04-9;10-asterisk08-9;10-asterisk04-9;10-exclamation_point03-9;10-exclamation_point06-9;10-five_point_star08-9;10-five_point_star06-9;10-half_note08-9;10-half_note10-9;10-line10-9;10-line04-9;10-null08-9;10-null06-9;10-pitchfork09-9;10-pitchfork06-9;10-six_point_star10-9;10-six_point_star10-9;,10-line10,line,1,0.999117,10-line10,line10;0.999117;exclamation_point03;0.984233;line04;0.982735;exclamation_point06;0.98231;exclamation_point03;0.982055;exclamation_point06;0.981921;line10;0.977078;exclamation_point06;0.976162;exclamation_point06;0.975917;line04;0.974835;exclamation_point03;0.973057;exclamation_point03;0.971204;T04;0.73855;T04;0.716842;T01;0.70889;T08;0.705396;T04;0.697847;T08;0.683576;T01;0.680627;H09;0.676969;T01;0.675913;H08;0.675679;I05;0.672951;I05;0.672471;arrowhead02;0.661598;H09;0.661582;I05;0.661032;arrowhead02;0.65974;H09;0.659309;arrowhead02;0.658094;arrowhead02;0.657741;half_note10;0.656471;T08;0.656303;T08;0.656086;H08;0.655745;half_note10;0.650653;H09;0.638264;I05;0.637639;I05;0.636911;H09;0.635204;H08;0.63345;H09;0.631633;H08;0.628029;H08;0.623788;H09;0.622463;H08;0.620448;arrowhead01;0.618007;H08;0.617261;N01;0.616117;exclamation_point03;0.61207;
10,line,1,3,48,10-D10-1;10-D02-1;10-D02-1;10-H07-1;10-H02-1;10-H09-1;10-N01-1;10-I06-1;10-I07-1;10-N08-1;10-N04-1;10-N05-1;10-P03-1;10-P03-1;10-P04-1;10-T06-1;10-T09-1;10-T09-1;10-X09-1;10-X07-1;10-X03-1;10-arrowhead02-1;10-asterisk01-1;10-arrowhead09-1;10-asterisk02-1;10-asterisk10-1;10-asterisk02-1;10-exclamation_point08-1;10-exclamation_point09-1;10-exclamation_point02-1;10-five_point_star02-1;10-five_point_star08-1;10-five_point_star10-1;10-half_note06-1;10-half_note03-1;10-half_note08-1;10-line04-1;10-line03-1;10-line07-1;10-null03-1;10-null07-1;10-null04-1;10-six_point_star01-1;10-pitchfork06-1;10-pitchfork05-1;10-six_point_star03-1;10-six_point_star07-1;10-six_point_star04-1;,10-line02,line,1,0.984617,10-line04,line04;0.984617;exclamation_point08;0.983875;exclamation_point08;0.981308;exclamation_point08;0.978515;line07;0.977179;line07;0.976478;exclamation_point08;0.975763;line03;0.975397;line03;0.975176;exclamation_point02;0.973059;exclamation_point02;0.972755;exclamation_point02;0.971035;exclamation_point02;0.970815;exclamation_point09;0.967904;exclamation_point09;0.967636;T06;0.707634;T06;0.693354;T09;0.681761;T09;0.681761;T09;0.678638;T09;0.678638;T09;0.676542;T09;0.676542;N04;0.674519;H09;0.674256;N01;0.672855;H02;0.672275;H02;0.671102;T06;0.664469;N04;0.663368;arrowhead02;0.662751;H09;0.660764;arrowhead02;0.660348;half_note08;0.657778;arrowhead02;0.652803;arrowhead02;0.652447;T06;0.643941;H09;0.643417;half_note03;0.636928;H09;0.636075;H09;0.634143;half_note06;0.632464;half_note03;0.630692;half_note06;0.629107;H07;0.626876;H07;0.619009;N04;0.613696;exclamation_point02;0.61321;H02;0.612732;H09;0.611158;
10,H,2,3,48,10-D07-2;10-D02-2;10-D02-2;10-H03-2;10-H10-2;10-H04-2;10-I06-2;10-I08-2;10-I09-2;10-N03-2;10-N02-2;10-N05-2;10-P06-2;10-P10-2;10-P05-2;10-T04-2;10-X01-2;10-T02-2;10-arrowhead01-2;10-X03-2;10-X04-2;10-arrowhead07-2;10-arrowhead03-2;10-arrowhead06-2;10-asterisk06-2;10-asterisk09-2;10-asterisk04-2;10-exclamation_point03-2;10-exclamation_point03-2;10-exclamation_point09-2;10-half_note01-2;10-five_point_star02-2;10-five_point_star08-2;10-half_note09-2;10-line01-2;10-half_note10-2;10-line09-2;10-line02-2;10-line05-2;10-null05-2;10-null02-2;10-null10-2;10-pitchfork09-2;10-pitchfork02-2;10-pitchfork07-2;10-six_point_star05-2;10-six_point_star03-2;10-six_point_star09-2;,10-H01,H,1,0.937741,10-H10,H10;0.937741;H04;0.934;H03;0.907409;H04;0.871546;H10;0.856726;H03;0.808706;arrowhead06;0.768086;H10;0.745211;asterisk06;0.744233;H04;0.743362;arrowhead07;0.743354;N03;0.736897;H10;0.736438;H04;0.735311;N03;0.732152;P05;0.73075;H10;0.727551;P06;0.726289;H03;0.723316;H10;0.723166;H04;0.720933;arrowhead03;0.71576;N05;0.712543;H03;0.711363;H03;0.711311;I08;0.710747;H04;0.707976;H04;0.706136;I09;0.70517;T02;0.700828;H03;0.700679;N02;0.6976;N05;0.696142;I08;0.69466;P10;0.693695;arrowhead01;0.692951;T04;0.691885;N02;0.691459;half_note01;0.690782;I06;0.687878;N03;0.687241;N03;0.685079;T04;0.683673;H03;0.683333;H03;0.678353;asterisk04;0.675449;I09;0.673255;H04;0.671921;H10;0.670917;asterisk06;0.669594;
10,P,3,3,48,10-D09-3;10-D05-3;10-H01-3;10-H08-3;10-H10-3;10-H07-3;10-I03-3;10-I03-3;10-I05-3;10-N09-3;10-N10-3;10-N09-3;10-P04-3;10-P04-3;10-P10-3;10-T04-3;10-T02-3;10-T05-3;10-X04-3;10-X10-3;10-X05-3;10-asterisk01-3;10-arrowhead07-3;10-arrowhead03-3;10-asterisk02-3;10-asterisk04-3;10-exclamation_point01-3;10-exclamation_point09-3;10-exclamation_point06-3;10-exclamation_point09-3;10-five_point_star10-3;10-half_note01-3;10-five_point_star03-3;10-half_note10-3;10-half_note03-3;10-half_note08-3;10-line09-3;10-line02-3;10-line05-3;10-null07-3;10-null05-3;10-null09-3;10-pitchfork07-3;10-pitchfork10-3;10-pitchfork08-3;10-six_point_star02-3;10-six_point_star08-3;10-six_point_star04-3;,10-P04,P,1,0.998717,10-P04,P04;0.998717;P04;0.998717;P10;0.924738;N10;0.770686;N09;0.768156;N09;0.768156;asterisk02;0.757717;N09;0.73804;N09;0.73804;D05;0.736686;N10;0.727742;H01;0.726384;H01;0.725611;N09;0.710959;N09;0.710959;H08;0.710601;I05;0.709326;H10;0.704642;asterisk04;0.703096;asterisk01;0.702787;D09;0.69765;H08;0.696868;half_note01;0.695548;H10;0.694218;H08;0.693275;H08;0.688259;asterisk01;0.687416;asterisk04;0.683548;H07;0.679676;asterisk04;0.677827;asterisk01;0.677172;asterisk04;0.674141;asterisk02;0.673615;asterisk02;0.672923;N09;0.672132;N09;0.672132;H07;0.671864;I05;0.670157;asterisk01;0.669925;asterisk02;0.669797;arrowhead07;0.669443;asterisk04;0.668344;asterisk01;0.667268;I05;0.665746;H07;0.661947;N10;0.660127;half_note01;0.659961;H07;0.659875;asterisk04;0.658407;asterisk02;0.657977;
10,D,4,3,48,10-D04-4;10-D10-4;10-D04-4;10-H08-4;10-H08-4;10-H08-4;10-I02-4;10-I04-4;10-I10-4;10-N08-4;10-N07-4;10-N09-4;10-P08-4;10-P09-4;10-P02-4;10-T06-4;10-T04-4;10-T04-4;10-X05-4;10-arrowhead01-4;10-X08-4;10-arrowhead07-4;10-arrowhead02-4;10-arrowhead09-4;10-asterisk07-4;10-exclamation_point01-4;10-asterisk08-4;10-exclamation_point02-4;10-exclamation_point02-4;10-exclamation_point09-4;10-half_note01-4;10-five_point_star05-4;10-half_note01-4;10-half_note09-4;10-half_note07-4;10-half_note09-4;10-line06-4;10-line06-4;10-line05-4;10-null03-4;10-null09-4;10-null10-4;10-pitchfork06-4;10-pitchfork10-4;10-pitchfork04-4;10-six_point_star08-4;10-six_point_star08-4;10-six_point_star07-4;,10-D01,D,1,0.883066,10-D04,D04;0.883066;D04;0.883066;D10;0.872828;P02;0.814772;I10;0.810654;P08;0.747303;H08;0.707502;H08;0.707502;H08;0.707502;I02;0.696015;P09;0.686655;I04;0.669961;N07;0.659733;I02;0.659371;N09;0.657823;H08;0.655975;H08;0.655975;H08;0.655975;N07;0.646778;I02;0.641027;N08;0.636115;I10;0.631156;H08;0.624819;H08;0.624819;H08;0.624819;I10;0.624757;N08;0.623506;H08;0.616827;H08;0.616827;H08;0.616827;N09;0.616738;I04;0.61574;null09;0.600019;N08;0.598296;I10;0.596137;N09;0.595902;I04;0.595682;I04;0.582601;I04;0.580686;N08;0.58045;N07;0.576164;I02;0.573061;T04;0.57024;T04;0.57024;N07;0.568107;I02;0.566955;asterisk08;0.566367;N09;0.566361;null10;0.560035;H08;0.549461;
10,N,5,3,48,10-D08-5;10-D09-5;10-D10-5;10-H03-5;10-H02-5;10-H03-5;10-I05-5;10-N01-5;10-I03-5;10-N04-5;10-N05-5;10-N09-5;10-P07-5;10-T01-5;10-P04-5;10-T10-5;10-T07-5;10-T03-5;10-X08-5;10-X05-5;10-X04-5;10-arrowhead03-5;10-arrowhead08-5;10-arrowhead08-5;10-asterisk05-5;10-asterisk06-5;10-exclamation_point01-5;10-exclamation_point08-5;10-exclamation_point08-5;10-exclamation_point05-5;10-five_point_star07-5;10-five_point_star08-5;10-five_point_star06-5;10-half_note03-5;10-half_note10-5;10-line01-5;10-line09-5;10-line02-5;10-line05-5;10-null09-5;10-null05-5;10-null07-5;10-pitchfork10-5;10-pitchfork02-5;10-pitchfork05-5;10-six_point_star07-5;10-six_point_star06-5;10-six_point_star09-5;,10-N05,N,1,0.998719,10-N05,N05;0.998719;N09;0.930124;N04;0.854096;N09;0.818442;N05;0.810712;N01;0.804179;I03;0.781988;I05;0.766872;I03;0.742366;N04;0.723836;N01;0.716541;I03;0.712644;I05;0.670741;N05;0.659956;N01;0.655242;N04;0.651929;I03;0.651788;I03;0.647887;H02;0.642385;H02;0.638547;H03;0.636454;H03;0.636454;I03;0.636067;H03;0.63263;H03;0.63263;I05;0.622794;H02;0.616571;I05;0.611782;H02;0.611298;H03;0.610053;H03;0.610053;I05;0.607419;N09;0.607342;I05;0.604921;H02;0.603783;I05;0.602328;I03;0.601069;N09;0.599847;T01;0.599144;T10;0.597485;H03;0.596641;H03;0.596641;I03;0.592761;N05;0.589709;I05;0.589145;I05;0.588729;N05;0.586486;T03;0.585906;I03;0.585822;N04;0.582953;
10,six_point_star,6,3,48,10-H01-6;10-D10-6;10-H01-6;10-H05-6;10-H06-6;10-H09-6;10-I03-6;10-I09-6;10-I03-6;10-N04-6;10-N03-6;10-N05-6;10-P05-6;10-P02-6;10-P06-6;10-X01-6;10-X01-6;10-T09-6;10-X04-6;10-X02-6;10-X04-6;10-arrowhead09-6;10-arrowhead02-6;10-arrowhead08-6;10-asterisk08-6;10-exclamation_point01-6;10-asterisk03-6;10-exclamation_point03-6;10-five_point_star01-6;10-exclamation_point06-6;10-five_point_star08-6;10-five_point_star08-6;10-five_point_star05-6;10-line01-6;10-half_note04-6;10-half_note03-6;10-line07-6;10-line10-6;10-line05-6;10-null07-6;10-null04-6;10-null09-6;10-pitchfork03-6;10-pitchfork09-6;10-pitchfork03-6;10-six_point_star06-6;10-six_point_star09-6;10-six_point_star04-6;,10-six_point_star05,six_point_star,1,0.819456,10-six_point_star09,six_point_star09;0.819456;six_point_star04;0.776607;six_point_star06;0.770177;N04;0.70219;N03;0.69941;H06;0.699021;H01;0.695845;H01;0.695845;H09;0.687073;H01;0.685861;H01;0.685861;H09;0.666634;H05;0.660015;H05;0.654384;asterisk08;0.653112;five_point_star05;0.652138;N03;0.648937;H06;0.647444;N05;0.6367;asterisk08;0.62809;N03;0.624753;H06;0.623101;six_point_star06;0.622879;I03;0.622396;I03;0.622396;H01;0.622361;H01;0.622361;I03;0.617192;I03;0.617192;N04;0.616206;N04;0.614163;arrowhead08;0.607996;N03;0.607796;H01;0.607757;H01;0.607757;five_point_star08;0.606351;five_point_star08;0.606351;null07;0.600566;six_point_star04;0.596671;null09;0.596264;N05;0.59496;six_point_star09;0.590544;H06;0.589416;H09;0.587344;H09;0.58596;H05;0.585063;H09;0.583226;six_point_star09;0.583222;N03;0.582189;I09;0.581095;
10,H,7,3,48,10-D04-7;10-D04-7;10-D05-7;10-H03-7;10-H02-7;10-H07-7;10-I10-7;10-I02-7;10-I02-7;10-P01-7;10-N09-7;10-P01-7;10-P06-7;10-P06-7;10-P03-7;10-T07-7;10-X01-7;10-T06-7;10-arrowhead01-7;10-X07-7;10-X05-7;10-arrowhead04-7;10-arrowhead03-7;10-arrowhead09-7;10-asterisk02-7;10-asterisk10-7;10-asterisk06-7;10-exclamation_point08-7;10-exclamation_point05-7;10-exclamation_point05-7;10-five_point_star10-7;10-five_point_star08-7;10-five_point_star10-7;10-half_note09-7;10-half_note04-7;10-half_note04-7;10-line10-7;10-null01-7;10-line06-7;10-null03-7;10-null08-7;10-null02-7;10-pitchfork02-7;10-six_point_star01-7;10-pitchfork08-7;10-six_point_star02-7;10-six_point_star06-7;10-six_point_star07-7;,10-H06,H,1,0.887454,10-H07,H07;0.887454;H03;0.882242;H02;0.875356;H02;0.833148;H03;0.792049;I02;0.763595;I02;0.763595;H07;0.76092;P01;0.747098;P01;0.747098;N09;0.745814;P06;0.73268;P06;0.73268;arrowhead04;0.729294;N09;0.727852;I02;0.722738;I02;0.722738;I02;0.722573;I02;0.722573;H07;0.718339;P03;0.717188;H03;0.711474;I02;0.709785;I02;0.709785;H02;0.695945;H02;0.6949;H07;0.694121;H03;0.693565;arrowhead09;0.691252;I02;0.686262;I02;0.686262;H02;0.685788;H07;0.685012;H02;0.683695;H03;0.675845;H03;0.675829;H03;0.674258;N09;0.670951;arrowhead03;0.670255;T06;0.669245;D05;0.668996;H02;0.66425;D04;0.660808;D04;0.660808;H07;0.658888;I10;0.658583;H07;0.651753;I02;0.6505;I02;0.6505;I10;0.647322;
10,line,8,3,48,10-D08-8;10-D06-8;10-D06-8;10-I01-8;10-I01-8;10-H09-8;10-I10-8;10-I06-8;10-I06-8;10-N08-8;10-N04-8;10-P01-8;10-P05-8;10-P05-8;10-P05-8;10-T06-8;10-T03-8;10-T09-8;10-X06-8;10-X09-8;10-X10-8;10-arrowhead04-8;10-arrowhead03-8;10-arrowhead02-8;10-asterisk08-8;10-asterisk09-8;10-asterisk02-8;10-exclamation_point09-8;10-exclamation_point09-8;10-five_point_star01-8;10-five_point_star04-8;10-five_point_star09-8;10-five_point_star06-8;10-half_note09-8;10-half_note09-8;10-line01-8;10-line08-8;10-null01-8;10-line08-8;10-pitchfork01-8;10-null05-8;10-null07-8;10-six_point_star01-8;10-pitchfork08-8;10-pitchfork09-8;10-six_point_star09-8;10-six_point_star04-8;10-six_point_star04-8;,10-line04,line,1,0.979656,10-line08,line08;0.979656;line08;0.979656;line01;0.979594;line01;0.974656;exclamation_point09;0.957969;exclamation_point09;0.957969;exclamation_point09;0.957771;exclamation_point09;0.957771;half_note09;0.858023;half_note09;0.858023;half_note09;0.834476;half_note09;0.834476;I01;0.748376;I01;0.748376;I10;0.746471;I10;0.744071;T03;0.727978;I01;0.720645;I01;0.720645;I01;0.720424;I01;0.720424;T06;0.716014;I01;0.704954;I01;0.704954;T09;0.704502;T03;0.694681;T03;0.691722;T06;0.690781;I06;0.684668;I06;0.684668;T09;0.678402;N08;0.677524;N08;0.675647;N04;0.674992;H09;0.670845;I01;0.670655;I01;0.670655;N08;0.668628;N04;0.66599;I10;0.664609;I01;0.662583;I01;0.662583;H09;0.656691;I10;0.656384;N08;0.653524;N04;0.65309;I10;0.652636;H09;0.650914;H09;0.62867;H09;0.627025;
